"","P000","P001","P002","P003","P004","P005","P006","P007","P008","P009","P010","P011","P012","P013","P014","P015","P016","P017","P018","P019","P020","P021","P022","P023","id","cluster","cluster_name"
"1441","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1441,0,"Homemakers"
"1442","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1442,0,"Homemakers"
"1443","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",1443,1,"9-to-5ers"
"1444","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1444,0,"Homemakers"
"1445","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1445,0,"Homemakers"
"1446","H","H","H","H","H","H","H","H","H","H","H","G","H","H","G","H","H","H","H","H","H","H","H","H",1446,0,"Homemakers"
"1447","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1447,0,"Homemakers"
"1448","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1448,0,"Homemakers"
"1449","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1449,0,"Homemakers"
"1450","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1450,0,"Homemakers"
"1451","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H",1451,1,"9-to-5ers"
"1452","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1452,0,"Homemakers"
"1453","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1453,0,"Homemakers"
"1454","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1454,0,"Homemakers"
"1455","H","H","H","H","H","H","H","H","G","G","H","H","G","G","H","H","H","H","H","H","H","H","H","H",1455,0,"Homemakers"
"1456","H","H","H","H","H","H","H","H","H","H","H","H","G","G","H","G","G","G","H","H","H","H","H","H",1456,0,"Homemakers"
"1457","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","D","R","R","R","R","D","H","H",1457,1,"9-to-5ers"
"1458","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","R","R","R","R","D","H","H",1458,1,"9-to-5ers"
"1459","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","Z","Z","H","H","H","H",1459,5,"Work-Life Balancers"
"1460","H","H","H","H","H","H","H","H","H","R","G","G","H","H","P","H","H","H","H","H","H","H","H","H",1460,0,"Homemakers"
"1461","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1461,0,"Homemakers"
"1462","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1462,1,"9-to-5ers"
"1463","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","E","H","H","H","H","H","H",1463,1,"9-to-5ers"
"1464","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","Z","H","H","H","H","H","H",1464,0,"Homemakers"
"1465","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H","H","W","H","H","H","H","H","H",1465,1,"9-to-5ers"
"1466","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1466,0,"Homemakers"
"1467","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1467,0,"Homemakers"
"1468","H","H","H","H","H","H","H","W","W","W","W","W","W","W","G","H","X","H","H","H","H","H","H","H",1468,1,"9-to-5ers"
"1469","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",1469,5,"Work-Life Balancers"
"1470","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1470,0,"Homemakers"
"1471","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1471,0,"Homemakers"
"1472","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1472,0,"Homemakers"
"1473","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1473,0,"Homemakers"
"1474","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1474,0,"Homemakers"
"1475","H","H","H","H","H","H","H","H","P","P","P","H","H","H","H","H","H","H","H","H","H","H","H","H",1475,0,"Homemakers"
"1476","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1476,1,"9-to-5ers"
"1477","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1477,0,"Homemakers"
"1478","H","H","H","H","H","H","H","H","H","H","H","W","W","E","W","W","W","H","H","H","H","H","H","H",1478,5,"Work-Life Balancers"
"1479","H","H","H","H","H","H","H","H","H","H","H","W","W","E","W","W","W","H","H","H","H","H","H","H",1479,5,"Work-Life Balancers"
"1480","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","G","H","H","H","H","H",1480,1,"9-to-5ers"
"1481","H","H","H","H","H","H","H","H","W","W","W","W","H","H","H","H","X","X","H","H","H","H","H","H",1481,5,"Work-Life Balancers"
"1482","H","H","H","H","H","H","H","H","X","X","H","H","H","V","D","H","H","H","H","H","H","H","H","H",1482,0,"Homemakers"
"1483","H","H","H","H","H","H","D","C","C","C","H","V","V","W","W","W","W","W","H","H","H","H","H","H",1483,5,"Work-Life Balancers"
"1484","H","H","H","H","H","H","P","P","P","P","P","P","W","W","W","W","W","W","W","W","G","G","G","H",1484,1,"9-to-5ers"
"1485","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1485,0,"Homemakers"
"1486","H","H","H","H","H","H","H","H","X","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",1486,5,"Work-Life Balancers"
"1487","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",1487,1,"9-to-5ers"
"1488","H","H","H","H","H","H","H","H","H","H","G","H","G","H","H","H","H","H","H","H","H","H","H","H",1488,0,"Homemakers"
"1489","H","H","H","H","H","H","H","H","H","G","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1489,5,"Work-Life Balancers"
"1490","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1490,0,"Homemakers"
"1491","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1491,0,"Homemakers"
"1492","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","P","H","H","H","H","H","H","H","H",1492,0,"Homemakers"
"1493","H","H","H","H","H","H","H","H","W","W","W","W","G","G","G","H","H","H","H","H","H","H","H","H",1493,5,"Work-Life Balancers"
"1494","H","H","H","H","H","H","H","H","H","Z","Z","Z","H","H","G","H","H","H","Z","Z","H","H","H","H",1494,0,"Homemakers"
"1495","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H","H",1495,1,"9-to-5ers"
"1496","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",1496,5,"Work-Life Balancers"
"1497","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1497,0,"Homemakers"
"1498","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1498,0,"Homemakers"
"1499","H","H","H","H","H","H","H","H","H","H","S","S","E","S","S","G","H","H","H","H","H","H","H","H",1499,0,"Homemakers"
"1500","H","H","H","H","H","H","H","H","H","H","S","S","E","S","S","G","H","H","H","H","H","H","H","H",1500,0,"Homemakers"
"1501","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1501,1,"9-to-5ers"
"1502","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H",1502,0,"Homemakers"
"1503","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1503,0,"Homemakers"
"1504","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1504,0,"Homemakers"
"1505","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","E","H","H","H","H","H","H","H","H",1505,0,"Homemakers"
"1506","H","H","H","H","H","H","H","H","H","H","H","H","H","H","R","R","R","R","R","R","H","H","H","H",1506,2,"Afternoon Adventurers"
"1507","H","H","H","H","H","H","H","H","H","H","H","H","H","H","R","R","R","R","R","R","H","H","H","H",1507,2,"Afternoon Adventurers"
"1508","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","R","R","R","R","R","H","R","H","H",1508,1,"9-to-5ers"
"1509","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1509,0,"Homemakers"
"1510","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1510,0,"Homemakers"
"1511","H","H","H","H","H","H","H","H","H","H","H","X","H","H","G","H","W","W","W","W","W","W","H","H",1511,3,"Night-shifters"
"1512","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1512,0,"Homemakers"
"1513","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1513,0,"Homemakers"
"1514","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1514,0,"Homemakers"
"1515","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1515,0,"Homemakers"
"1516","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1516,0,"Homemakers"
"1517","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1517,0,"Homemakers"
"1518","H","H","H","H","H","H","H","H","H","H","H","V","V","V","H","H","H","H","H","H","H","R","R","H",1518,0,"Homemakers"
"1519","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","R","R","H",1519,5,"Work-Life Balancers"
"1520","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","H","H","H","H","H","R","R","H",1520,0,"Homemakers"
"1521","H","H","H","H","H","H","H","H","W","W","W","W","W","G","G","G","H","H","H","H","H","H","H","H",1521,5,"Work-Life Balancers"
"1522","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","S","H","H","H","H","H","H","H","H",1522,0,"Homemakers"
"1523","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","E","H","H","H","H","H","H","H",1523,0,"Homemakers"
"1524","H","H","H","H","H","H","H","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H",1524,0,"Homemakers"
"1525","H","H","H","H","H","H","H","H","X","X","X","G","G","H","H","H","H","H","H","H","H","H","H","H",1525,0,"Homemakers"
"1526","H","H","H","H","H","H","H","H","H","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R",1526,2,"Afternoon Adventurers"
"1527","H","H","H","H","H","H","H","H","H","V","V","V","V","V","V","V","V","V","V","V","V","V","V","V",1527,4,"Socialites"
"1528","H","H","H","H","H","H","H","H","H","V","V","V","V","V","V","V","V","V","V","V","V","V","V","V",1528,4,"Socialites"
"1529","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1529,1,"9-to-5ers"
"1530","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",1530,1,"9-to-5ers"
"1531","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",1531,1,"9-to-5ers"
"1532","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1532,1,"9-to-5ers"
"1533","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","R","R","R","H","H","H",1533,1,"9-to-5ers"
"1534","H","H","H","H","H","H","W","W","W","W","W","W","W","W","X","H","H","H","X","X","G","H","H","H",1534,1,"9-to-5ers"
"1535","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1535,1,"9-to-5ers"
"1536","H","H","H","H","H","H","H","G","X","X","X","X","H","H","H","H","H","H","H","H","H","H","H","H",1536,0,"Homemakers"
"1537","H","H","H","H","H","H","H","W","W","W","W","G","W","W","W","W","H","H","H","H","H","H","H","H",1537,1,"9-to-5ers"
"1538","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1538,1,"9-to-5ers"
"1539","H","H","H","H","H","H","E","E","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1539,1,"9-to-5ers"
"1540","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",1540,1,"9-to-5ers"
"1541","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1541,0,"Homemakers"
"1542","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1542,0,"Homemakers"
"1543","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1543,0,"Homemakers"
"1544","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1544,0,"Homemakers"
"1545","H","H","H","H","H","R","R","R","R","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1545,2,"Afternoon Adventurers"
"1546","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1546,0,"Homemakers"
"1547","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","H","H","H","H","H",1547,0,"Homemakers"
"1548","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","E","H","H","H","H","H","H","H",1548,0,"Homemakers"
"1549","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1549,0,"Homemakers"
"1550","H","H","H","H","H","H","H","H","H","S","H","P","P","H","G","G","H","H","H","H","H","H","H","H",1550,0,"Homemakers"
"1551","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H",1551,0,"Homemakers"
"1552","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1552,0,"Homemakers"
"1553","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1553,0,"Homemakers"
"1554","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1554,0,"Homemakers"
"1555","H","H","H","H","H","H","H","H","P","P","P","H","H","H","R","R","R","R","R","R","H","H","H","H",1555,2,"Afternoon Adventurers"
"1556","H","H","H","H","H","H","H","H","H","H","H","H","H","H","R","R","R","R","R","R","H","H","H","H",1556,2,"Afternoon Adventurers"
"1557","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","G","H","H","H","H","H","H","H",1557,0,"Homemakers"
"1558","H","H","H","H","H","H","H","H","H","G","H","H","W","W","D","D","V","H","H","H","H","H","H","H",1558,0,"Homemakers"
"1559","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","X","H","H","H","H","H","H",1559,1,"9-to-5ers"
"1560","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",1560,1,"9-to-5ers"
"1561","H","H","H","H","H","H","H","H","H","H","R","R","E","H","H","H","H","E","E","R","R","R","V","V",1561,2,"Afternoon Adventurers"
"1562","H","H","H","H","H","H","H","H","H","H","R","R","E","H","H","H","H","E","E","R","R","R","V","H",1562,2,"Afternoon Adventurers"
"1563","H","H","H","H","H","W","W","W","W","W","W","W","W","W","D","H","H","H","H","H","H","H","H","H",1563,1,"9-to-5ers"
"1564","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H",1564,1,"9-to-5ers"
"1565","H","H","H","H","H","H","H","H","D","W","W","W","W","W","W","W","H","R","H","H","H","H","H","H",1565,5,"Work-Life Balancers"
"1566","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","X","X","X","H","H","H","H",1566,1,"9-to-5ers"
"1567","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",1567,1,"9-to-5ers"
"1568","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H","H",1568,1,"9-to-5ers"
"1569","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1569,0,"Homemakers"
"1570","H","H","H","H","H","H","H","H","X","H","H","H","H","H","H","H","H","R","R","H","H","H","H","H",1570,2,"Afternoon Adventurers"
"1571","H","H","H","H","H","H","H","W","W","W","W","W","W","H","X","H","H","H","H","H","H","H","H","H",1571,5,"Work-Life Balancers"
"1572","H","H","H","H","H","H","H","H","H","H","H","H","H","H","X","H","H","H","H","H","H","H","H","H",1572,0,"Homemakers"
"1573","H","H","H","H","H","H","H","H","H","H","V","V","H","H","H","H","H","H","H","H","H","H","H","H",1573,0,"Homemakers"
"1574","H","H","H","H","H","H","H","H","H","H","H","R","R","H","H","H","G","V","V","V","V","H","H","H",1574,4,"Socialites"
"1575","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1575,0,"Homemakers"
"1576","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1576,0,"Homemakers"
"1577","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1577,0,"Homemakers"
"1578","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","R","H","H","H","H","H","H",1578,1,"9-to-5ers"
"1579","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","R","R","H","H","H","H","H",1579,1,"9-to-5ers"
"1580","H","H","H","H","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1580,0,"Homemakers"
"1581","H","H","H","H","H","H","E","H","G","G","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1581,0,"Homemakers"
"1582","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1582,0,"Homemakers"
"1583","H","H","H","H","H","H","X","W","W","W","W","W","W","G","H","H","H","H","H","H","H","H","H","H",1583,5,"Work-Life Balancers"
"1584","H","H","H","H","H","H","X","W","W","W","W","W","W","W","W","W","W","W","W","X","X","X","X","X",1584,1,"9-to-5ers"
"1585","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1585,0,"Homemakers"
"1586","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",1586,0,"Homemakers"
"1587","H","H","H","H","H","H","H","H","D","X","X","H","H","H","H","H","H","H","H","H","H","H","H","H",1587,0,"Homemakers"
"1588","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",1588,1,"9-to-5ers"
"1589","H","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H","E","E","E","H","W","W",1589,0,"Homemakers"
"1590","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","E","E","E","H","H","H",1590,1,"9-to-5ers"
"1591","H","H","H","H","H","H","W","W","W","W","W","W","W","W","D","H","H","H","H","H","H","H","H","H",1591,1,"9-to-5ers"
"1592","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",1592,1,"9-to-5ers"
"1593","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H","H","H",1593,5,"Work-Life Balancers"
