P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,id
H,H,H,H,H,H,H,H,X,S,H,H,H,W,W,W,W,W,X,X,X,X,X,X,279
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,280
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,281
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,282
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,283
H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,284
H,H,H,H,H,H,P,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,285
H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,H,H,H,H,H,286
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,287
H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,288
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,289
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,290
H,H,H,H,H,H,H,H,H,H,W,W,W,H,H,H,H,H,H,H,H,H,H,H,291
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,X,X,X,X,X,H,H,H,H,292
H,H,H,H,H,W,E,E,H,H,H,H,Z,Z,Z,Z,H,H,H,H,H,W,W,W,293
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,294
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,295
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,S,S,H,H,H,H,296
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,S,S,E,H,H,H,297
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,298
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,299
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,300
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,301
H,H,H,H,H,H,H,H,H,X,H,H,W,W,W,W,H,H,H,H,H,H,H,H,302
H,H,H,H,H,H,H,H,V,D,G,R,V,V,V,V,V,V,V,H,H,H,H,H,303
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,304
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,305
H,H,H,H,H,H,W,P,W,W,W,W,W,W,P,H,H,H,H,H,X,X,X,X,306
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,P,P,H,H,H,X,X,X,X,307
H,H,H,H,H,W,W,W,W,W,W,H,W,W,W,W,H,H,H,H,H,H,H,H,308
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,R,H,H,H,H,H,H,309
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,310
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,311
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,312
H,H,H,H,H,H,H,H,H,E,E,E,E,E,H,H,H,H,H,H,H,H,H,H,313
H,H,H,H,H,H,H,H,H,E,E,E,E,E,H,H,H,H,H,H,H,H,H,H,314
H,H,H,H,H,H,H,H,H,W,D,H,H,H,H,H,H,H,H,H,H,H,H,H,315
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,316
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,X,H,H,G,H,H,H,317
H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,318
H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,H,319
H,H,H,H,H,H,H,H,W,W,W,E,W,W,W,W,D,H,H,H,H,H,H,H,320
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,321
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,322
H,H,H,H,H,H,W,H,H,H,H,H,E,S,H,W,W,W,W,W,W,W,W,W,323
H,H,H,H,H,H,H,H,X,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,324
H,H,H,H,H,H,H,H,H,H,H,E,E,H,H,H,H,H,H,H,H,H,H,H,325
H,H,H,H,H,H,H,W,W,W,W,E,W,W,W,W,H,H,H,H,H,H,H,H,326
H,H,H,H,H,G,W,W,W,W,W,W,W,W,W,W,H,H,G,H,H,H,H,H,327
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,G,H,H,H,H,H,328
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,329
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,330
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,331
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,332
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,333
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,334
H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,335
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,336
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,H,337
H,H,H,H,H,H,H,H,H,E,G,G,H,H,H,H,H,H,H,H,H,H,H,H,338
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,339
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,340
H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,R,R,R,341
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,342
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,G,D,E,E,E,H,H,H,H,343
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,344
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,345
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,346
H,H,H,H,H,H,H,H,H,G,H,G,H,H,H,H,H,H,H,H,H,H,H,H,347
H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,348
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,349
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,350
H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,W,W,W,W,H,H,351
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,352
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,353
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,354
H,H,H,H,H,H,W,S,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,355
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,356
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,X,H,H,H,H,H,357
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,358
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,359
H,H,H,H,H,H,H,H,H,H,G,E,E,H,H,H,H,H,H,H,H,H,H,H,360
H,H,H,H,H,H,H,H,H,H,G,E,E,H,H,H,H,H,H,H,H,H,H,H,361
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,V,V,G,H,X,X,362
H,H,H,H,H,H,H,H,H,H,R,H,H,H,H,H,H,H,H,H,H,H,H,H,363
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,364
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,365
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,366
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,367
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,368
H,H,H,H,H,H,H,H,H,H,H,D,H,H,H,R,R,E,D,H,H,H,H,H,369
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,370
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,371
H,H,H,H,H,H,H,H,E,W,W,H,H,H,W,W,W,H,H,H,H,H,H,H,372
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,373
H,H,H,H,X,H,H,W,W,W,W,W,W,W,W,W,H,H,H,V,H,H,H,H,374
H,H,H,H,H,H,H,H,W,W,W,H,W,W,W,W,W,H,H,E,H,H,H,H,375
H,H,H,H,H,H,H,W,W,W,W,W,W,E,W,W,W,H,H,H,H,H,H,H,376
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,377
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,378
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,379
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,380
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,381
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,382
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,383
H,H,H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,W,W,W,W,W,W,384
H,H,H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,H,H,H,385
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,386
H,H,H,H,H,H,H,H,W,W,W,W,W,H,H,H,H,E,R,S,H,H,H,H,387
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,388
H,H,H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,R,H,H,H,H,H,H,389
H,H,H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,R,H,H,H,H,H,H,390
H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,G,H,H,H,H,391
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,392
H,H,H,H,H,H,H,H,S,G,G,H,H,H,H,H,H,H,H,H,H,H,H,H,393
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,394
H,H,H,H,H,H,H,H,H,H,H,V,H,H,H,H,H,H,H,H,H,H,H,H,395
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,396
H,H,H,H,H,H,H,H,H,H,H,H,S,G,G,G,H,H,H,H,H,H,H,H,397
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,398
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,399
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,400
H,H,H,H,H,H,H,H,H,H,H,E,V,V,V,V,H,H,G,H,H,H,H,H,401
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,G,G,H,H,H,H,H,402
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,G,E,H,H,H,H,H,403
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,D,E,H,H,H,H,H,404
H,H,H,H,H,H,H,H,V,S,S,S,S,H,H,H,H,E,E,S,V,V,V,V,405
H,H,H,H,H,H,H,H,H,D,R,R,R,R,R,V,V,V,V,H,H,H,H,H,406
H,H,H,H,H,H,H,H,H,H,S,S,S,H,H,H,H,E,E,S,V,V,V,V,407
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,408
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,409
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,410
H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,V,H,H,H,H,H,H,H,411
H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,412
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,413
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,G,G,H,H,H,H,H,H,H,414
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,415
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,416
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,417
H,H,H,H,H,H,H,H,G,R,R,R,R,R,R,R,R,R,R,R,R,R,R,H,418
H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,H,H,H,H,H,H,H,H,H,419
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,420
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,421
H,H,H,H,H,H,X,H,H,H,H,H,C,C,H,H,S,H,H,H,H,H,H,H,422
H,H,H,H,H,H,H,H,H,H,H,H,R,R,G,H,E,H,H,H,H,H,H,H,423
H,H,H,H,H,H,H,H,H,V,S,S,S,S,S,G,H,H,H,H,H,H,H,H,424
H,H,H,H,H,H,H,P,V,V,V,V,V,V,V,H,G,H,H,H,H,H,H,H,425
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,D,X,X,D,H,H,H,H,426
H,H,H,H,H,H,D,X,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,427
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,428
H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,W,H,H,H,H,H,H,H,429
H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,D,H,H,H,H,H,H,H,H,430
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,H,H,H,431
H,H,H,H,H,H,H,H,H,P,P,H,H,H,H,H,H,H,H,H,H,H,H,H,432
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,433
H,H,H,H,H,H,H,H,H,H,D,E,E,G,G,H,H,H,H,H,H,H,H,H,434
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,H,H,H,H,H,435
H,H,H,H,H,H,H,H,H,H,H,S,V,V,V,V,G,H,H,H,H,H,H,H,436
H,H,H,H,H,H,H,H,X,X,X,E,H,H,H,W,W,W,W,X,H,H,H,H,437
H,H,H,H,H,H,H,H,W,V,V,W,X,X,W,W,W,E,E,H,H,H,H,H,438
H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,H,H,H,H,H,H,H,H,H,439
H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,G,E,H,H,H,H,H,H,440
H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,G,E,H,H,H,H,H,H,441
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,442
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,443
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,V,V,H,H,H,444
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,V,H,H,H,445
H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,446
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,447
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,448
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,449
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,450
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,451
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,D,H,H,H,H,H,H,H,452
H,H,H,H,H,H,H,W,W,W,W,W,W,H,D,H,W,W,W,W,H,H,H,H,453
H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,454
H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,455
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,456
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,457
H,H,H,H,H,H,H,W,W,W,W,E,P,P,W,W,W,W,G,H,H,H,H,H,458
H,H,H,H,H,H,H,W,W,W,W,P,W,W,W,W,W,H,H,H,H,H,H,H,459
H,H,H,H,H,H,H,H,W,W,W,W,E,W,W,W,G,H,H,H,H,H,H,H,460
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,461
H,H,H,H,H,H,H,H,H,X,X,G,H,H,H,H,H,H,H,H,H,H,H,H,462
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,463
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,464
H,H,H,H,H,H,H,H,H,H,Z,Z,Z,Z,Z,Z,H,R,R,H,H,H,H,H,465
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,466
H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,467
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,468
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,469
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,470
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,471
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,472
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,473
H,H,H,H,H,H,H,D,H,H,H,C,C,C,W,W,W,W,W,W,W,H,H,H,474
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,475
H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,D,H,H,H,H,H,H,H,H,476
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,477
H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,H,H,H,H,H,H,478
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,E,E,H,H,H,H,H,H,479
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,480
H,H,H,H,H,H,X,X,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,481
H,H,H,H,H,H,H,W,W,W,W,W,E,G,G,H,H,H,H,H,H,H,H,H,482
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,X,X,H,H,H,H,483
H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,G,H,H,H,H,H,H,H,484
H,H,H,H,H,H,H,H,H,H,H,V,V,H,X,H,W,W,G,H,H,H,H,H,485
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,486
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,487
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,488
H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,489
H,H,H,H,H,G,G,G,G,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,490
H,H,H,H,H,H,H,C,C,C,C,C,C,G,G,H,H,H,H,H,H,H,H,H,491
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,492
H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,493
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,494
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,W,W,W,W,W,W,H,H,495
H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,H,W,W,W,W,W,W,H,H,496
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,497
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,498
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,499
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,500
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,501
H,H,H,H,H,H,H,H,H,H,R,R,H,H,R,R,R,E,E,G,H,H,H,H,502
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,503
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,504
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,505
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,506
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,507
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,508
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,509
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,510
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,511
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,S,H,H,H,H,H,H,H,512
H,H,H,H,H,H,H,H,H,W,W,W,H,H,W,W,H,H,G,G,H,H,H,H,513
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,514
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,D,H,H,H,H,H,H,515
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,516
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,517
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,518
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,519
H,H,H,H,H,H,H,H,H,H,H,H,H,R,H,H,H,H,H,H,H,H,H,H,520
H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,521
H,H,H,H,H,H,H,H,H,S,E,D,D,D,D,R,R,R,R,R,H,H,H,H,522
H,H,H,H,H,H,H,H,H,S,E,D,D,D,D,R,R,R,R,R,H,H,H,H,523
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,524
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,H,H,H,H,525
H,H,H,H,H,H,H,H,H,H,H,G,E,E,R,R,R,H,H,H,H,H,H,H,526
H,H,H,H,H,H,H,H,H,H,P,H,H,H,G,H,H,H,H,H,H,H,H,H,527
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,528
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,529
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,530
H,H,H,H,H,H,D,W,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,H,531
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,H,532
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,533
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,534
H,H,H,H,H,H,H,W,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,W,535
H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,536
H,H,H,H,H,H,H,H,H,H,W,V,E,H,H,H,H,H,H,H,H,H,H,H,537
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,538
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,539
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,540
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,541
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,542
H,H,H,H,H,W,W,W,W,H,G,G,H,H,H,H,H,H,H,H,H,H,H,H,543
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,544
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,545
H,H,H,H,H,H,R,R,R,R,R,R,R,V,H,H,H,H,H,H,H,H,H,H,546
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,R,H,H,H,H,H,H,547
H,H,H,H,H,H,H,D,W,W,W,W,W,W,W,W,W,R,H,H,H,H,H,H,548
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,549
H,H,H,H,H,H,H,H,H,V,V,H,H,X,X,X,X,X,X,X,X,X,X,X,550
H,H,H,H,H,H,H,H,H,H,H,D,E,G,V,V,D,V,V,V,V,V,V,V,551
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,552
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,553
H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,H,H,H,H,H,H,H,554
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,555
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,556
